id,name,score1,score2
2596,Student_2596,84,94
2597,Student_2597,75,98
2598,Student_2598,80,76
2599,Student_2599,69,50
2600,Student_2600,87,68
2601,Student_2601,77,74
2602,Student_2602,68,90
2603,Student_2603,81,71
2604,Student_2604,62,62
2605,Student_2605,77,59
2606,Student_2606,52,83
2607,Student_2607,94,55
2608,Student_2608,74,87
2609,Student_2609,76,89
2610,Student_2610,64,67
2611,Student_2611,77,72
2612,Student_2612,51,68
2613,Student_2613,52,97
2614,Student_2614,98,65
2615,Student_2615,76,60
2616,Student_2616,84,88
2617,Student_2617,100,70
2618,Student_2618,57,79
2619,Student_2619,74,86
2620,Student_2620,68,87
2621,Student_2621,87,64
2622,Student_2622,52,92
2623,Student_2623,73,89
2624,Student_2624,98,92
2625,Student_2625,61,68
2626,Student_2626,83,94
2627,Student_2627,84,67
2628,Student_2628,97,87
2629,Student_2629,81,55
2630,Student_2630,99,74
2631,Student_2631,58,67
2632,Student_2632,79,87
2633,Student_2633,74,64
2634,Student_2634,91,80
2635,Student_2635,57,100
2636,Student_2636,98,61
2637,Student_2637,96,92
2638,Student_2638,90,89
2639,Student_2639,66,61
2640,Student_2640,76,59
2641,Student_2641,85,64
2642,Student_2642,72,59
2643,Student_2643,80,83
2644,Student_2644,73,92
2645,Student_2645,67,79
2646,Student_2646,64,82
2647,Student_2647,69,65
2648,Student_2648,98,99
2649,Student_2649,64,80
2650,Student_2650,73,94
2651,Student_2651,50,67
2652,Student_2652,65,77
2653,Student_2653,97,100
2654,Student_2654,100,68
2655,Student_2655,65,78
2656,Student_2656,53,98
2657,Student_2657,63,71
2658,Student_2658,77,57
2659,Student_2659,69,83
2660,Student_2660,76,86
2661,Student_2661,91,50
2662,Student_2662,80,66
2663,Student_2663,85,66
2664,Student_2664,63,65
2665,Student_2665,72,64
2666,Student_2666,76,73
2667,Student_2667,55,57
2668,Student_2668,94,71
2669,Student_2669,97,81
2670,Student_2670,92,87
2671,Student_2671,82,79
2672,Student_2672,58,79
2673,Student_2673,57,59
2674,Student_2674,81,63
2675,Student_2675,100,58
2676,Student_2676,50,68
2677,Student_2677,51,53
2678,Student_2678,91,82
2679,Student_2679,53,61
2680,Student_2680,85,79
2681,Student_2681,78,96
2682,Student_2682,87,63
2683,Student_2683,77,93
2684,Student_2684,99,53
2685,Student_2685,62,56
2686,Student_2686,89,82
2687,Student_2687,84,51
2688,Student_2688,94,90
2689,Student_2689,87,58
2690,Student_2690,83,87
2691,Student_2691,67,87
2692,Student_2692,72,98
2693,Student_2693,100,98
2694,Student_2694,96,77
2695,Student_2695,82,86
2696,Student_2696,99,95
2697,Student_2697,89,60
2698,Student_2698,82,89
2699,Student_2699,59,72
2700,Student_2700,81,56
2701,Student_2701,63,77
2702,Student_2702,60,74
2703,Student_2703,93,68
2704,Student_2704,57,58
2705,Student_2705,71,95
2706,Student_2706,57,98
2707,Student_2707,71,91
2708,Student_2708,53,72
2709,Student_2709,88,55
2710,Student_2710,53,50
2711,Student_2711,93,65
2712,Student_2712,94,57
2713,Student_2713,61,100
2714,Student_2714,62,77
2715,Student_2715,99,96
2716,Student_2716,74,97
2717,Student_2717,99,89
2718,Student_2718,69,95
2719,Student_2719,95,84
2720,Student_2720,62,86
2721,Student_2721,58,95
2722,Student_2722,69,82
2723,Student_2723,68,73
2724,Student_2724,68,67
2725,Student_2725,90,82
2726,Student_2726,57,63
2727,Student_2727,80,59
2728,Student_2728,88,90
2729,Student_2729,96,56
2730,Student_2730,71,73
2731,Student_2731,78,83
2732,Student_2732,67,61
2733,Student_2733,88,89
2734,Student_2734,65,74
2735,Student_2735,93,83
2736,Student_2736,62,73
2737,Student_2737,93,98
2738,Student_2738,86,50
2739,Student_2739,79,67
2740,Student_2740,87,72
2741,Student_2741,80,78
2742,Student_2742,68,55
2743,Student_2743,83,87
2744,Student_2744,76,82
2745,Student_2745,91,58
2746,Student_2746,72,88
2747,Student_2747,91,95
2748,Student_2748,93,55
2749,Student_2749,51,56
2750,Student_2750,74,67
2751,Student_2751,60,90
2752,Student_2752,68,64
2753,Student_2753,100,91
2754,Student_2754,58,95
2755,Student_2755,57,54
2756,Student_2756,59,91
2757,Student_2757,71,93
2758,Student_2758,98,89
2759,Student_2759,62,54
2760,Student_2760,52,82
2761,Student_2761,87,84
2762,Student_2762,74,60
2763,Student_2763,76,74
2764,Student_2764,90,84
2765,Student_2765,67,68
2766,Student_2766,65,56
2767,Student_2767,52,85
2768,Student_2768,67,86
2769,Student_2769,74,69
2770,Student_2770,96,84
2771,Student_2771,71,59
2772,Student_2772,77,53
2773,Student_2773,86,78
2774,Student_2774,84,94
2775,Student_2775,77,66
2776,Student_2776,99,80
2777,Student_2777,53,70
2778,Student_2778,81,88
2779,Student_2779,78,64
2780,Student_2780,53,96
2781,Student_2781,83,95
2782,Student_2782,79,66
2783,Student_2783,61,94
2784,Student_2784,96,50
2785,Student_2785,92,69
2786,Student_2786,74,87
2787,Student_2787,100,53
2788,Student_2788,87,71
2789,Student_2789,89,60
2790,Student_2790,82,69
2791,Student_2791,61,51
2792,Student_2792,97,71
2793,Student_2793,59,80
2794,Student_2794,92,57
2795,Student_2795,58,97
2796,Student_2796,98,99
2797,Student_2797,58,58
2798,Student_2798,82,89
2799,Student_2799,64,59
2800,Student_2800,93,100
2801,Student_2801,70,85
2802,Student_2802,65,87
2803,Student_2803,51,61
2804,Student_2804,84,60
2805,Student_2805,100,55
2806,Student_2806,62,100
2807,Student_2807,58,51
2808,Student_2808,70,58
2809,Student_2809,94,70
2810,Student_2810,70,58
2811,Student_2811,52,88
2812,Student_2812,64,100
2813,Student_2813,54,68
2814,Student_2814,67,89
2815,Student_2815,89,82
2816,Student_2816,70,60
2817,Student_2817,96,71
2818,Student_2818,88,54
2819,Student_2819,92,59
2820,Student_2820,91,56
2821,Student_2821,98,83
2822,Student_2822,93,90
2823,Student_2823,77,76
2824,Student_2824,70,66
2825,Student_2825,69,84
2826,Student_2826,63,88
2827,Student_2827,61,51
2828,Student_2828,61,95
2829,Student_2829,97,76
2830,Student_2830,80,82
2831,Student_2831,96,53
2832,Student_2832,91,89
2833,Student_2833,70,71
2834,Student_2834,53,92
2835,Student_2835,86,64
2836,Student_2836,51,83
2837,Student_2837,88,89
2838,Student_2838,98,73
2839,Student_2839,56,66
2840,Student_2840,68,66
2841,Student_2841,53,71
2842,Student_2842,89,72
2843,Student_2843,88,67
2844,Student_2844,64,72
2845,Student_2845,77,64
2846,Student_2846,68,68
2847,Student_2847,54,74
2848,Student_2848,77,68
2849,Student_2849,64,85
2850,Student_2850,61,85
2851,Student_2851,76,92
2852,Student_2852,92,55
2853,Student_2853,76,84
2854,Student_2854,77,67
2855,Student_2855,80,75
2856,Student_2856,99,100
2857,Student_2857,96,77
2858,Student_2858,86,78
2859,Student_2859,99,63
2860,Student_2860,97,69
2861,Student_2861,89,96
2862,Student_2862,93,83
2863,Student_2863,99,85
2864,Student_2864,73,99
2865,Student_2865,95,56
2866,Student_2866,90,72
2867,Student_2867,55,73
2868,Student_2868,90,88
2869,Student_2869,80,69
2870,Student_2870,53,53
2871,Student_2871,51,69
2872,Student_2872,84,60
2873,Student_2873,92,80
2874,Student_2874,83,69
2875,Student_2875,89,81
2876,Student_2876,63,82
2877,Student_2877,54,59
2878,Student_2878,50,99
2879,Student_2879,95,90
2880,Student_2880,73,93
2881,Student_2881,69,72
2882,Student_2882,70,60
2883,Student_2883,94,55
2884,Student_2884,73,98
2885,Student_2885,65,69
2886,Student_2886,62,91
2887,Student_2887,80,88
2888,Student_2888,81,54
2889,Student_2889,77,69
2890,Student_2890,55,93
2891,Student_2891,68,89
2892,Student_2892,64,87
2893,Student_2893,94,54
2894,Student_2894,79,87
2895,Student_2895,51,74
2896,Student_2896,82,96
2897,Student_2897,81,100
2898,Student_2898,81,65
2899,Student_2899,76,66
2900,Student_2900,78,75
2901,Student_2901,93,61
2902,Student_2902,82,93
2903,Student_2903,68,70
2904,Student_2904,52,90
2905,Student_2905,68,86
2906,Student_2906,67,68
2907,Student_2907,52,95
2908,Student_2908,93,91
2909,Student_2909,80,79
2910,Student_2910,50,92
2911,Student_2911,75,94
2912,Student_2912,62,65
2913,Student_2913,100,72
2914,Student_2914,64,69
2915,Student_2915,92,61
2916,Student_2916,60,84
2917,Student_2917,76,98
2918,Student_2918,96,59
2919,Student_2919,55,79
2920,Student_2920,100,51
2921,Student_2921,52,93
2922,Student_2922,81,86
2923,Student_2923,62,61
2924,Student_2924,53,58
2925,Student_2925,83,68
2926,Student_2926,65,82
2927,Student_2927,52,91
2928,Student_2928,62,95
2929,Student_2929,75,76
2930,Student_2930,77,57
2931,Student_2931,70,91
2932,Student_2932,91,68
2933,Student_2933,51,67
2934,Student_2934,63,98
2935,Student_2935,69,100
2936,Student_2936,56,61
2937,Student_2937,62,71
2938,Student_2938,67,88
2939,Student_2939,97,92
2940,Student_2940,92,58
2941,Student_2941,61,79
2942,Student_2942,59,60
2943,Student_2943,96,94
2944,Student_2944,61,93
2945,Student_2945,88,52
2946,Student_2946,73,97
2947,Student_2947,51,97
2948,Student_2948,74,93
2949,Student_2949,81,93
2950,Student_2950,72,53
2951,Student_2951,86,69
2952,Student_2952,56,70
2953,Student_2953,98,72
2954,Student_2954,51,65
2955,Student_2955,85,75
2956,Student_2956,52,88
2957,Student_2957,61,56
2958,Student_2958,92,51
2959,Student_2959,69,52
2960,Student_2960,94,65
2961,Student_2961,99,100
2962,Student_2962,64,55
2963,Student_2963,73,52
2964,Student_2964,62,60
2965,Student_2965,100,75
2966,Student_2966,76,88
2967,Student_2967,56,53
2968,Student_2968,67,68
2969,Student_2969,75,67
2970,Student_2970,80,54
2971,Student_2971,69,64
2972,Student_2972,61,95
2973,Student_2973,86,53
2974,Student_2974,55,100
2975,Student_2975,100,97
2976,Student_2976,56,90
2977,Student_2977,95,54
2978,Student_2978,98,63
2979,Student_2979,62,61
2980,Student_2980,99,51
2981,Student_2981,64,69
2982,Student_2982,66,56
2983,Student_2983,92,77
2984,Student_2984,67,86
2985,Student_2985,70,87
2986,Student_2986,68,72
2987,Student_2987,92,68
2988,Student_2988,55,81
2989,Student_2989,85,80
2990,Student_2990,68,90
2991,Student_2991,98,100
2992,Student_2992,64,100
2993,Student_2993,80,87
2994,Student_2994,87,63
2995,Student_2995,82,79
2996,Student_2996,98,61
2997,Student_2997,62,75
2998,Student_2998,54,93
2999,Student_2999,50,99
3000,Student_3000,74,91
3001,Student_3001,100,76
3002,Student_3002,71,100
3003,Student_3003,80,97
3004,Student_3004,87,51
3005,Student_3005,60,82
3006,Student_3006,60,52
3007,Student_3007,52,75
3008,Student_3008,85,88
3009,Student_3009,53,65
3010,Student_3010,61,84
3011,Student_3011,80,54
3012,Student_3012,84,86
3013,Student_3013,51,77
3014,Student_3014,73,71
3015,Student_3015,89,75
3016,Student_3016,77,94
3017,Student_3017,63,100
3018,Student_3018,67,74
3019,Student_3019,74,95
3020,Student_3020,60,50
3021,Student_3021,70,84
3022,Student_3022,55,70
3023,Student_3023,85,87
3024,Student_3024,71,71
3025,Student_3025,87,100
3026,Student_3026,74,84
3027,Student_3027,88,99
3028,Student_3028,97,88
3029,Student_3029,78,85
3030,Student_3030,69,57
3031,Student_3031,82,75
3032,Student_3032,58,79
3033,Student_3033,89,95
3034,Student_3034,84,91
3035,Student_3035,56,100
3036,Student_3036,56,59
3037,Student_3037,90,50
3038,Student_3038,55,66
3039,Student_3039,68,97
3040,Student_3040,59,81
3041,Student_3041,86,67
3042,Student_3042,93,86
3043,Student_3043,52,60
3044,Student_3044,70,57
3045,Student_3045,81,99
3046,Student_3046,78,51
3047,Student_3047,72,76
3048,Student_3048,64,73
3049,Student_3049,67,54
3050,Student_3050,87,99
3051,Student_3051,89,96
3052,Student_3052,68,59
3053,Student_3053,82,58
3054,Student_3054,76,81
3055,Student_3055,62,71
3056,Student_3056,52,69
3057,Student_3057,90,69
3058,Student_3058,95,87
3059,Student_3059,79,93
3060,Student_3060,58,61
3061,Student_3061,93,87
3062,Student_3062,65,62
3063,Student_3063,71,94
3064,Student_3064,84,75
3065,Student_3065,71,63
3066,Student_3066,50,80
3067,Student_3067,63,52
3068,Student_3068,98,63
3069,Student_3069,69,95
3070,Student_3070,74,99
3071,Student_3071,58,77
3072,Student_3072,75,85
3073,Student_3073,96,60
3074,Student_3074,87,83
3075,Student_3075,73,55
3076,Student_3076,100,52
3077,Student_3077,93,89
3078,Student_3078,97,86
3079,Student_3079,60,56
3080,Student_3080,96,88
3081,Student_3081,99,92
3082,Student_3082,64,64
3083,Student_3083,93,78
3084,Student_3084,88,86
3085,Student_3085,63,64
3086,Student_3086,84,77
3087,Student_3087,57,73
3088,Student_3088,58,64
3089,Student_3089,56,72
3090,Student_3090,64,91
3091,Student_3091,56,67
3092,Student_3092,71,50
3093,Student_3093,62,97
3094,Student_3094,99,96
3095,Student_3095,85,55
3096,Student_3096,79,63
3097,Student_3097,70,70
3098,Student_3098,88,81
3099,Student_3099,90,90
3100,Student_3100,90,72
3101,Student_3101,98,75
3102,Student_3102,78,58
3103,Student_3103,80,69
3104,Student_3104,67,74
3105,Student_3105,95,70
3106,Student_3106,70,75
3107,Student_3107,96,96
3108,Student_3108,60,69
3109,Student_3109,72,66
3110,Student_3110,78,56
3111,Student_3111,92,100
3112,Student_3112,65,72
3113,Student_3113,84,82
3114,Student_3114,55,62
3115,Student_3115,56,78
3116,Student_3116,86,52
3117,Student_3117,84,56
3118,Student_3118,68,92
3119,Student_3119,70,86
3120,Student_3120,92,90
3121,Student_3121,57,92
3122,Student_3122,94,60
3123,Student_3123,96,57
3124,Student_3124,59,54
3125,Student_3125,63,52
3126,Student_3126,65,57
3127,Student_3127,72,65
3128,Student_3128,68,84
3129,Student_3129,84,96
3130,Student_3130,76,93
3131,Student_3131,72,71
3132,Student_3132,62,53
3133,Student_3133,56,55
3134,Student_3134,55,92
3135,Student_3135,66,58
3136,Student_3136,55,66
3137,Student_3137,85,83
3138,Student_3138,99,63
3139,Student_3139,65,58
3140,Student_3140,87,53
3141,Student_3141,69,56
3142,Student_3142,61,90
3143,Student_3143,97,100
3144,Student_3144,70,63
3145,Student_3145,97,50
3146,Student_3146,91,89
3147,Student_3147,87,57
3148,Student_3148,73,53
3149,Student_3149,77,94
3150,Student_3150,76,75
3151,Student_3151,74,79
3152,Student_3152,55,88
3153,Student_3153,95,53
3154,Student_3154,94,70
3155,Student_3155,95,51
3156,Student_3156,89,82
3157,Student_3157,52,54
3158,Student_3158,84,80
3159,Student_3159,98,86
3160,Student_3160,53,72
3161,Student_3161,72,98
3162,Student_3162,87,79
3163,Student_3163,90,51
3164,Student_3164,81,93
3165,Student_3165,87,78
3166,Student_3166,69,57
3167,Student_3167,70,95
3168,Student_3168,78,60
3169,Student_3169,85,71
3170,Student_3170,95,94
3171,Student_3171,100,80
3172,Student_3172,87,100
3173,Student_3173,87,97
3174,Student_3174,83,94
3175,Student_3175,59,98
3176,Student_3176,55,85
3177,Student_3177,77,60
3178,Student_3178,89,97
3179,Student_3179,59,73
3180,Student_3180,74,56
3181,Student_3181,58,73
3182,Student_3182,53,55
3183,Student_3183,89,69
3184,Student_3184,66,75
3185,Student_3185,69,83
3186,Student_3186,77,79
3187,Student_3187,63,64
3188,Student_3188,74,93
3189,Student_3189,96,92
3190,Student_3190,76,74
3191,Student_3191,52,88
3192,Student_3192,85,51
3193,Student_3193,97,55
3194,Student_3194,79,91
3195,Student_3195,61,92
3196,Student_3196,62,88
3197,Student_3197,87,86
3198,Student_3198,87,67
3199,Student_3199,72,93
3200,Student_3200,73,87
3201,Student_3201,96,90
3202,Student_3202,89,80
3203,Student_3203,52,71
3204,Student_3204,71,68
3205,Student_3205,80,79
3206,Student_3206,71,86
3207,Student_3207,80,99
3208,Student_3208,52,81
3209,Student_3209,74,90
3210,Student_3210,56,56
3211,Student_3211,90,85
3212,Student_3212,91,85
3213,Student_3213,52,82
3214,Student_3214,100,58
3215,Student_3215,62,99
3216,Student_3216,87,89
3217,Student_3217,79,73
3218,Student_3218,59,50
3219,Student_3219,61,98
3220,Student_3220,70,88
3221,Student_3221,94,81
3222,Student_3222,94,54
3223,Student_3223,51,93
3224,Student_3224,66,58
3225,Student_3225,97,82
3226,Student_3226,63,89
3227,Student_3227,96,76
3228,Student_3228,84,95
3229,Student_3229,60,100
3230,Student_3230,77,92
3231,Student_3231,62,71
3232,Student_3232,98,63
3233,Student_3233,87,68
3234,Student_3234,54,63
3235,Student_3235,70,78
3236,Student_3236,54,66
3237,Student_3237,65,87
3238,Student_3238,84,64
3239,Student_3239,67,89
3240,Student_3240,98,65
3241,Student_3241,72,78
3242,Student_3242,52,58
3243,Student_3243,63,63
3244,Student_3244,54,58
3245,Student_3245,62,72
3246,Student_3246,71,96
3247,Student_3247,53,90
3248,Student_3248,60,85
3249,Student_3249,51,56
3250,Student_3250,53,99
3251,Student_3251,74,51
3252,Student_3252,84,63
3253,Student_3253,91,96
3254,Student_3254,92,62
3255,Student_3255,58,90
3256,Student_3256,66,54
3257,Student_3257,51,97
3258,Student_3258,65,54
3259,Student_3259,99,65
3260,Student_3260,50,85
3261,Student_3261,75,73
3262,Student_3262,89,92
3263,Student_3263,63,80
3264,Student_3264,68,76
3265,Student_3265,89,82
3266,Student_3266,95,99
3267,Student_3267,72,57
3268,Student_3268,84,74
3269,Student_3269,96,51
3270,Student_3270,60,56
3271,Student_3271,69,91
3272,Student_3272,95,89
3273,Student_3273,87,73
3274,Student_3274,91,55
3275,Student_3275,65,79
3276,Student_3276,50,73
3277,Student_3277,77,65
3278,Student_3278,85,71
3279,Student_3279,58,85
3280,Student_3280,67,59
3281,Student_3281,61,90
3282,Student_3282,88,55
3283,Student_3283,61,80
3284,Student_3284,86,62
3285,Student_3285,90,72
3286,Student_3286,73,64
3287,Student_3287,93,90
3288,Student_3288,95,69
3289,Student_3289,83,97
3290,Student_3290,60,86
3291,Student_3291,70,63
3292,Student_3292,64,51
3293,Student_3293,79,75
3294,Student_3294,56,69
3295,Student_3295,100,87
3296,Student_3296,52,83
3297,Student_3297,59,84
3298,Student_3298,56,92
3299,Student_3299,65,70
3300,Student_3300,89,63
3301,Student_3301,94,80
3302,Student_3302,90,97
3303,Student_3303,58,80
3304,Student_3304,54,65
3305,Student_3305,53,78
3306,Student_3306,70,69
3307,Student_3307,95,60
3308,Student_3308,75,52
3309,Student_3309,92,50
3310,Student_3310,77,81
3311,Student_3311,94,62
3312,Student_3312,89,97
3313,Student_3313,69,82
3314,Student_3314,85,51
3315,Student_3315,83,97
3316,Student_3316,69,73
3317,Student_3317,61,69
3318,Student_3318,97,73
3319,Student_3319,81,61
3320,Student_3320,91,99
3321,Student_3321,56,85
3322,Student_3322,87,82
3323,Student_3323,85,89
3324,Student_3324,81,62
3325,Student_3325,86,74
3326,Student_3326,50,51
3327,Student_3327,55,77
3328,Student_3328,94,50
3329,Student_3329,67,66
3330,Student_3330,83,56
3331,Student_3331,96,54
3332,Student_3332,74,88
3333,Student_3333,83,70
3334,Student_3334,66,68
3335,Student_3335,55,80
3336,Student_3336,52,99
3337,Student_3337,52,59
3338,Student_3338,77,64
3339,Student_3339,92,70
3340,Student_3340,67,87
3341,Student_3341,54,90
3342,Student_3342,73,85
3343,Student_3343,68,97
3344,Student_3344,87,57
3345,Student_3345,80,53
3346,Student_3346,99,100
3347,Student_3347,92,80
3348,Student_3348,57,80
3349,Student_3349,68,70
3350,Student_3350,95,61
3351,Student_3351,96,92
3352,Student_3352,81,82
3353,Student_3353,71,98
3354,Student_3354,89,52
3355,Student_3355,83,64
3356,Student_3356,80,59
3357,Student_3357,97,70
3358,Student_3358,99,72
3359,Student_3359,68,56
3360,Student_3360,68,50
3361,Student_3361,73,78
3362,Student_3362,80,77
3363,Student_3363,50,73
3364,Student_3364,62,76
3365,Student_3365,87,85
3366,Student_3366,56,73
3367,Student_3367,66,54
3368,Student_3368,65,85
3369,Student_3369,55,50
3370,Student_3370,51,53
3371,Student_3371,92,92
3372,Student_3372,52,56
3373,Student_3373,84,85
3374,Student_3374,66,52
3375,Student_3375,95,79
3376,Student_3376,72,75
3377,Student_3377,95,52
3378,Student_3378,88,90
3379,Student_3379,99,63
3380,Student_3380,55,91
3381,Student_3381,59,61
3382,Student_3382,51,63
3383,Student_3383,77,84
3384,Student_3384,92,69
3385,Student_3385,75,95
3386,Student_3386,80,81
3387,Student_3387,52,90
3388,Student_3388,91,69
3389,Student_3389,82,95
3390,Student_3390,63,100
3391,Student_3391,69,67
3392,Student_3392,54,56
3393,Student_3393,91,74
3394,Student_3394,78,57
3395,Student_3395,65,62
3396,Student_3396,64,65
3397,Student_3397,73,83
3398,Student_3398,90,54
3399,Student_3399,94,52
3400,Student_3400,88,97
3401,Student_3401,79,83
3402,Student_3402,100,83
3403,Student_3403,98,91
3404,Student_3404,99,89
3405,Student_3405,71,89
3406,Student_3406,90,88
3407,Student_3407,54,59
3408,Student_3408,51,87
3409,Student_3409,84,100
3410,Student_3410,94,95
3411,Student_3411,51,61
3412,Student_3412,80,99
3413,Student_3413,82,82
3414,Student_3414,87,88
3415,Student_3415,96,94
3416,Student_3416,71,92
3417,Student_3417,81,81
3418,Student_3418,87,60
3419,Student_3419,68,66
3420,Student_3420,64,68
3421,Student_3421,58,94
3422,Student_3422,60,71
3423,Student_3423,61,81
3424,Student_3424,64,83
3425,Student_3425,98,91
3426,Student_3426,63,69
3427,Student_3427,78,55
3428,Student_3428,96,72
3429,Student_3429,81,73
3430,Student_3430,67,59
3431,Student_3431,68,78
3432,Student_3432,64,53
3433,Student_3433,59,76
3434,Student_3434,50,86
3435,Student_3435,87,50
3436,Student_3436,54,73
3437,Student_3437,94,92
3438,Student_3438,71,93
3439,Student_3439,90,95
3440,Student_3440,66,89
3441,Student_3441,74,72
3442,Student_3442,67,61
3443,Student_3443,59,89
3444,Student_3444,75,75
3445,Student_3445,78,62
3446,Student_3446,85,52
3447,Student_3447,58,77
3448,Student_3448,96,91
3449,Student_3449,69,71
3450,Student_3450,80,65
3451,Student_3451,58,100
3452,Student_3452,58,57
3453,Student_3453,91,58
3454,Student_3454,58,55
3455,Student_3455,80,90
3456,Student_3456,55,90
3457,Student_3457,64,68
3458,Student_3458,82,90
3459,Student_3459,51,85
3460,Student_3460,78,60
3461,Student_3461,52,68
3462,Student_3462,90,67
3463,Student_3463,93,68
3464,Student_3464,73,77
3465,Student_3465,91,94
3466,Student_3466,94,65
3467,Student_3467,69,73
3468,Student_3468,87,53
3469,Student_3469,56,93
3470,Student_3470,57,69
3471,Student_3471,85,51
3472,Student_3472,84,70
3473,Student_3473,72,85
3474,Student_3474,56,77
3475,Student_3475,68,72
3476,Student_3476,67,91
3477,Student_3477,97,85
3478,Student_3478,55,64
3479,Student_3479,68,53
3480,Student_3480,90,63
3481,Student_3481,54,96
3482,Student_3482,71,70
3483,Student_3483,59,97
3484,Student_3484,84,60
3485,Student_3485,75,97
3486,Student_3486,78,65
3487,Student_3487,91,96
3488,Student_3488,75,71
3489,Student_3489,57,62
3490,Student_3490,68,52
3491,Student_3491,59,89
3492,Student_3492,53,99
3493,Student_3493,79,80
3494,Student_3494,95,77
3495,Student_3495,92,94
3496,Student_3496,70,65
3497,Student_3497,63,84
3498,Student_3498,85,69
3499,Student_3499,70,77
3500,Student_3500,52,93
3501,Student_3501,100,57
3502,Student_3502,89,51
3503,Student_3503,71,85
3504,Student_3504,92,92
3505,Student_3505,75,84
3506,Student_3506,54,63
3507,Student_3507,69,50
3508,Student_3508,87,94
3509,Student_3509,52,75
3510,Student_3510,63,87
3511,Student_3511,70,54
3512,Student_3512,69,71
3513,Student_3513,56,50
3514,Student_3514,93,94
3515,Student_3515,95,65
3516,Student_3516,94,82
3517,Student_3517,90,51
3518,Student_3518,69,88
3519,Student_3519,88,69
3520,Student_3520,58,90
3521,Student_3521,69,50
3522,Student_3522,89,78
3523,Student_3523,88,56
3524,Student_3524,62,59
3525,Student_3525,85,88
3526,Student_3526,77,79
3527,Student_3527,75,85
3528,Student_3528,60,100
3529,Student_3529,77,74
3530,Student_3530,66,95
3531,Student_3531,63,78
3532,Student_3532,78,96
3533,Student_3533,80,50
3534,Student_3534,66,92
3535,Student_3535,64,97
3536,Student_3536,59,80
3537,Student_3537,58,65
3538,Student_3538,74,51
3539,Student_3539,75,99
3540,Student_3540,94,50
3541,Student_3541,90,53
3542,Student_3542,64,95
3543,Student_3543,78,53
3544,Student_3544,73,74
3545,Student_3545,79,82
3546,Student_3546,92,88
3547,Student_3547,68,59
3548,Student_3548,52,79
3549,Student_3549,99,85
3550,Student_3550,75,82
3551,Student_3551,66,71
3552,Student_3552,53,72
3553,Student_3553,97,77
3554,Student_3554,52,84
3555,Student_3555,95,79
3556,Student_3556,65,95
3557,Student_3557,97,72
3558,Student_3558,95,67
3559,Student_3559,70,68
3560,Student_3560,75,94
3561,Student_3561,61,54
3562,Student_3562,55,76
3563,Student_3563,77,75
3564,Student_3564,90,51
3565,Student_3565,59,60
3566,Student_3566,95,73
3567,Student_3567,97,57
3568,Student_3568,82,51
3569,Student_3569,70,79
3570,Student_3570,92,96
3571,Student_3571,82,65
3572,Student_3572,60,94
3573,Student_3573,80,85
3574,Student_3574,64,96
3575,Student_3575,59,68
3576,Student_3576,76,63
3577,Student_3577,56,99
3578,Student_3578,72,84
3579,Student_3579,97,72
3580,Student_3580,89,68
3581,Student_3581,90,96
3582,Student_3582,72,89
3583,Student_3583,51,84
3584,Student_3584,55,67
3585,Student_3585,97,52
3586,Student_3586,85,54
3587,Student_3587,89,85
3588,Student_3588,76,63
3589,Student_3589,62,72
3590,Student_3590,67,65
3591,Student_3591,81,95
3592,Student_3592,65,89
3593,Student_3593,96,65
3594,Student_3594,69,73
3595,Student_3595,78,64
3596,Student_3596,76,84
3597,Student_3597,85,98
3598,Student_3598,98,82
3599,Student_3599,89,98
3600,Student_3600,62,60
3601,Student_3601,54,97
3602,Student_3602,60,82
3603,Student_3603,62,60
3604,Student_3604,60,56
3605,Student_3605,57,61
3606,Student_3606,94,83
3607,Student_3607,77,86
3608,Student_3608,82,80
3609,Student_3609,55,50
3610,Student_3610,54,81
3611,Student_3611,73,73
3612,Student_3612,73,86
3613,Student_3613,90,90
3614,Student_3614,65,93
3615,Student_3615,83,84
3616,Student_3616,70,86
3617,Student_3617,85,63
3618,Student_3618,100,98
3619,Student_3619,73,66
3620,Student_3620,74,63
3621,Student_3621,87,89
3622,Student_3622,61,54
3623,Student_3623,71,85
3624,Student_3624,55,99
3625,Student_3625,85,75
3626,Student_3626,92,95
3627,Student_3627,89,53
3628,Student_3628,72,75
3629,Student_3629,84,97
3630,Student_3630,73,64
3631,Student_3631,82,92
3632,Student_3632,94,95
3633,Student_3633,90,67
3634,Student_3634,64,95
3635,Student_3635,61,89
3636,Student_3636,52,76
3637,Student_3637,88,88
3638,Student_3638,52,86
3639,Student_3639,73,62
3640,Student_3640,82,68
3641,Student_3641,64,97
3642,Student_3642,94,52
3643,Student_3643,60,79
3644,Student_3644,66,90
3645,Student_3645,83,100
3646,Student_3646,74,94
3647,Student_3647,50,90
3648,Student_3648,67,55
3649,Student_3649,92,76
3650,Student_3650,60,61
3651,Student_3651,62,92
3652,Student_3652,51,51
3653,Student_3653,67,75
3654,Student_3654,84,94
3655,Student_3655,53,94
3656,Student_3656,93,55
3657,Student_3657,70,84
3658,Student_3658,71,51
3659,Student_3659,100,91
3660,Student_3660,85,64
3661,Student_3661,97,88
3662,Student_3662,87,62
3663,Student_3663,83,81
3664,Student_3664,66,97
3665,Student_3665,95,70
3666,Student_3666,79,70
3667,Student_3667,54,71
3668,Student_3668,82,59
3669,Student_3669,63,77
3670,Student_3670,65,92
3671,Student_3671,51,69
